번호,제목,평점,평가
15910359,롱 리브 더 킹: 목포 영웅,10,믿고 보는 김래원. 완전 짱 이였응ㅅ
15910358,라이온 킹,6,라이온킹은 에니메이션승~~ 2%부족2019년 지금까지 외화는 알라딘 승리
15910357,극한직업,8,기대 이상 으로 재미있는 영화
15910356,사일런스,10,마지막에 뭔가 좀 허무한(?) 급하게 끝난거같은(?) 기분이었는데 전체적으론 너무 재미있게 봤어요!
15910355,라이온 킹,5,모아나 같은 애니메니션이 나았을 듯. 오랜만에 본 라이온킹 즐겁긴 했지만 뭔가 많이 빠진 느낌... 개연성이나 여러 부분을 보강하고 했으면 더 좋았을 듯요. 알라딘 완승!
15910354,라이온 킹,8,재밌음 원작이 잘 기억이 안나서 더 재밌게본듯 네이쳐지오그래픽 느낌도 남 오스트는 원작이 더 나은듯 뮤지컬 영화라기보단 팝가요느낌 포디로 보는게 투디로 보는것 보다 나을듯 그리고 스카가 너무 OO임
15910353,기생충,8,많은 여운이 있는 영화네요
15910351,엑스맨: 다크 피닉스,6,기대안한 딱 그만큼. 소소
15910350,맨 인 블랙: 인터내셔널,8,기대만큼은 아니지만 볼만합니다 토르역시
15910349,토이 스토리 4,8,역시 토이스토리 잔잔하게 재밌어요 포크가 새롭게보이네요
15910348,나는 전설이다,10,진짜 명작이다 .. 단순한 좀비물이 아님
15910346,스파이더맨: 파 프롬 홈,10,대박 역시 두번 더 보고싶은 반전 영화
15910345,라이온 킹,10,진짜 감동받고 나왔어요 인생영화
15910344,알리타: 배틀 엔젤,8,씰사처럼 ㅎㅎㅎㅎ재밌어요
15910343,라이온 킹,6,애니로 봤을 때의 감동은 없어요... 너무 리얼한 실사화 때문에 표정 변화가 거의 없어 어색하고... 기대한 만큼 실망이 큰 영화였어요
15910342,미드소마,9,한번쯤은 볼만했지만 다시 볼것같진 않은 영화
15910341,라이온 킹,8,중간중간 급한 전개가 저는 좀 아쉬운 느낌에 별4개를?전반적으로 잘 보고 왔어요
15910340,리얼,10,섹스가 인상 깊었습니다
15910339,내안의 그놈,1,B급 영화 노잼. 1점 주기도 아깝다.
15910338,사일런스,10,팝콘 사가지고가면 다 조용해서 나도 안먹게됨
15910337,라이온 킹,7,애니메이션과 대사나 연출구도도 거의 똑같다. 장점은 실제 동물세계의 일로 느껴진다는 것이고 단점은 애니의 감동을 띄어넘는 수준은 아님. 그런데 간혹 너무 동물같아서 감정이입이 안된다는 사람은 알라딘이 너무 사람같아서 이입이 안된다고 할건가?
15910336,라이온 킹,10,다큐같아서 지루한부분이 있으면 어쩌나 걱정했는데 이런 다큐라면 100번도 더 볼꺼같아요 정말 처음부터 끝까지 감동과 감탄이었습니다! 라이온킹이 돌아와줘서 너무 행복해요
15910335,라이온 킹,6,아쉬운 느낌..10자 이상 작성이라..흠 아쉽네요
15910334,라이온 킹,10,평가 박하네ㄲㅋㅋㅋ재밌기만 하구만
15910333,변호인,10,미친놈들...그렇게 살지말아라 제발...부모님께 죄송하지도 않냐? 죄책감이란게 없나요?
15910332,라이온 킹,10,아니  영화를 보러갔는데  뭔가  더큰걸  받은  느낌
15910331,라이온 킹,10,동물 실사화인데 뭘 대단한 감정까지 기대하는지... 애초에 페이크 다큐 생각하면 됨. 돈 주고 다큐보러 가면 안돼?
15910329,라이온 킹,10,처음 장면 나올때부터 눈물 짰네요ㅋㅋㅋㅋ 3D 자체도 좋았지만 이 영화 보고 나면 애니메이션판을 또 찾게 만듬
15910328,스파이더맨: 파 프롬 홈,10,기대 이상이에요 마블 덕후라면 괜히 감성에 젖게  되는 영화
15910327,알리타: 배틀 엔젤,9,넘재밌게 잘보았던영화~~
15910325,클레멘타인,10,스티븐 시걸보다 김보성이 인상깊었던 영화
15910324,사일런스,10,괴물이 무섭다 생각했는데 사람이 더 무섭다. 진짜 몰입 짱.
15910323,마리아 칼라스: 세기의 디바,10,감동적입니다   다시없을신의목소리죠
15910322,악인전,4,"내가 진짜 청산규리 사건으로 놀리려는게 아니라, 김규리 연기 저따구로하면 짜르고 다른사람 쓰지. 특별출연인거 보면 머 좌파 빽있나?"
15910320,가버나움,10,보고나서 많은 생각이 드네요
15910318,사일런스,8,결말빼고 다 괜찮은 영화
15910317,라이온 킹,10,안봤으면 후회할뻔...라이온킹은 역시 대작이다.
15910316,알라딘,10,더이상 침묵하지 않아!
15910314,번 더 스테이지: 더 무비,1,"....,.솔직히 재미없음.."
15910312,미드소마,8,떡칠떄 가장 웃긴영화 ㅇㅇ
15910311,사일런스,4,잘나가다가 대충 마무리.. 끝이라고??
15910310,토이 스토리 4,10,아이들이 정말 재미있어하네요
15910309,라이온 킹,5,아~ 중간에 몇번이나 나오고 싶었다. 아이들에게는 괜찮은듯.
15910308,인사이드 아웃,10,이걸 왜 인제 봤을까 감독은 천재다
15910307,스파이더맨: 파 프롬 홈,10,진짜 너무 기대했는데 기대보다 훨씬 더 재미있었어요톰 홀랜드 정말 좋아하는데 진짜 이번에 연기도 미쳤고토니가 피터를 얼마나 아꼈는지 다시 느끼게 되는 영화 최고!ㅠㅠ
15910306,어린 의뢰인,8,진부한 소재이긴 하나 실화이기에 가슴이 더 먹먹한..
15910305,알리타: 배틀 엔젤,6,원작의 강렬함이 약하다. 시간의 한계. 알리타의 변화도 아쉬움.
15910304,라이온 킹,9,라이온킹은  용산 아이맥스가 짱인듯 ~~~라이온킹 주제가 큰소리로 불러서 너무 좋다라이온킹 싱어롱은 용산 아이맥스
15910303,라이온 킹,5,알라딘의 대흥행으로 인한 라이온킹에 대한 기대가 커서 그랬던것일까... 애니메이션을 실사로 표현하기에 부족한 점이 많았다.
15910302,스파이더맨: 뉴 유니버스,10,소니도 폭스처럼 디즈니에다가 붙으면 이것보다 더 지리게 만들 거 아니야... 진짜 제발 붙어줘
15910301,미드소마,8,역겨운데 자꾸생각나서 미침
15910300,라이온 킹,7,완벽한 수미상관의 끝판왕
15910299,롱 리브 더 킹: 목포 영웅,1,올레티비 돈 아깝다 ㅠㅠ
15910298,유전,6,"공포영화나 스릴러 좋아하고 많이 찾아 보는 편인데(갑툭튀류는 싫어합니다)그냥 한마디로 어.. 안무섭고 재미없고 그냥그랫네요,, 나중에 떡밥찾아보고 아~그런거엿어? 하는게 끝이네요...공포?긴장감?기괴함? 다 그냥 그럼"
15910297,알라딘,9,"윌 스미스의 찰진 연기와 끼에 감탄했고 자스민의 감정 연기와 알라딘의 자연스러움, ost나 연출까지 잘어우러진 좋은 영화."
15910296,알라딘,10,윌스미스는 최고였고 자스민은 최예였다
15910295,빅 컨츄리,4,"50년대 서부극은 '수색자', '셰인' 말고 거의 노잼"
15910294,라이온 킹,8,어릴때봤던거랑은 다르지만 그래도 추억돋고 감동 .. 재밌다
15910293,비스트,1,진짜싫어하는전개 스타일이성민 연기잘하는거압니다이번엔 너무 과합니다절제하는것도 잘해야되는구나...라는걸이번영화로 새삼다시느낍니다전혜진   안영민줄...ㅡㅡ기
15910292,기생충,10,역시 봉준호 정말 디테일하게 잘만들었다 하지만 영화보는 내내  무언가 불쾌함이느껴졌다.  이것또한 감독의  의도일까?
15910291,수색자,10,유일하게 재밌게 본 50년대 서부극. 애매한 수정주의는 약간 아쉽다
15910289,스물,10,평점 안 좋아서 기대 안하고 봤는데 겁나 재밌네ㅋㅋ
15910288,사일런스,7,재미는 있음. 다만 아쉬운게 몇가지 있음.일단 전형적인 갑툭튀 영화는 아님. 겟아웃 같이 심리적공포를 이끌어내려는거 같은데 무섭지가 않음.그리고 결말이 급전개됨. 차라리 좀 더 길더라도 마무리가 탄탄했으면 하는 아쉬움이 있음.
15910287,월요일이 사라졌다,10,새터데이 진짜 이쁘네 7역 중 제일 이쁨
15910286,라이온 킹,8,애니에서 너무 감동받아 그런가...제일 아쉬운건..애니에서만 가능한 동물들의 표정연기..실사판에 표정연기가 잇긴한건지..감정표현이 보이질 않네....그러다 보니 몰입이 안됨..
15910285,라이온 킹,10,실사화 기술의 끝. 심바도 귀엽지만 품바 매력 터짐!
15910284,토이 스토리 4,8,개비개비 나오는 부분이 공포물 호러물 못 보는 저한테 안성맞춤인 공포였네요
15910283,라이온 킹,6,영화를 만들랬더니 다큐를 만들었네
15910282,라이온 킹,10,딸아이와 20년전 비디오로 보았던 라이온킹을실사 3D로 보았다!! CG기술의 리얼함에 놀랐고 보는 내내 아름다운 화면에 감동의 물결..6살였던 딸애가 26살이 되어 보아도 재밌는 영화! 딸과의 추억여행 즐거웠다!  디즈니 짱!!
15910281,라이온 킹,8,추억에담기다 하지만 원작에서 느껴졋던 감동은 좀 덜햇다
15910280,스파이더맨: 파 프롬 홈,10,꿀잼이다ㅠㅠ 2번 3번 보고싶다
15910279,알라딘,10,처음에 투디로 보고 2차로 포디 봤었는데 알라딘은 진짜 포디를 위한 영화 입니다 개꿀잼 매직카펫 라이드~~~~
15910278,스파이더맨: 파 프롬 홈,10,일단 톰홀랜드 연기가 10점이다
15910277,브라더스,9,"전쟁 PTSD 영화에 손꼽는 작품이다. 스토리는 흔한 이야기이고, 연출도 상당했지만, 사실 이 영화의 최고의 몰입요소는 모든 출연진의 연기다. 특히 토비 맥과이어의 촛점잃은 표정과 눈빛은 잊을 수 없다."
15910276,라이온 킹,6,"귀환하는 운명을 다시 그린, 사실적이고 놀라운 디지털 기술."
15910274,나이트메어 시네마,1,4번째 에피빼고 다 코메디 물.
15910273,월요일이 사라졌다,6,월요일이 문제야~ 찾덜마러 ㅡㅡ
15910272,사일런스,9,소재 굿  쫄깃함 굿 아빠와 딸 캐릭터 굿 결말...약간 뒷처리 덜 한 느낌.
15910271,존 윅 3: 파라벨룸,6,전작에 비해 아쉽습니다전 총기액션을 원했는데 존윅만 엄청 뚜드려맞고...맨몸액션 위주임
15910270,라이온 킹,10,여태까지 나온 디즈니 실사중에 제일 재밌어요  리얼리티가 과했다는 지적이 나오는데 내 주관적으로는 여기까지가 딱 적당해보였음 원작느낌 살린다고 표정 인위적으로  만들었으면 오그라들었을것같다는 생각이 들었음 몰입해서 보느라 팝콘 콜라 한입도안먹었네요
15910269,타임 패러독스,10,포스터 만든 새ㅡㅡ끼가 개ㅡ새ㅡ끼임 반전있다고 얘기하니까 반전이 뭐지 뭐지 하면서 ㅈㄴ 생각하면서 보니까 예상하고 그러는거잖아. 걍 반전 얘기 안꺼냈으면 재밌게 봤을텐데 ㅅㅂ
15910268,물괴,10,"시종일관 영화를 지배하던 혜리에 대사에 가슴이 먹먹하다.""아버지! 아버지! 아버지!""오늘 저녁..아버지께 전화 한통 드려야겠다."
15910267,기생충,4,"설정은 좋은데 결말이 이해가 안감 특히, 왜 사장을  찌르느지 마지막이 다 망침"
15910266,라이온 킹,10,너무 재밌어요ㅠㅠ 졸귀탱
15910265,라이온 킹,10,스토리며 음악이며 다 너무 좋았어… 배우들의 연기도 이번 실사도 성공적인듯
15910264,칠드런 액트,9,배우들 연기도 깊고 굉장히 집중하면서 관람했어요.
15910263,비스트,1,별하나도 아깝다.재미없고 개연성도 없고.중구난방 스토리.일은 여기저기벌여놓고 그냥 엔딩.내시간 물어내
15910262,라이온 킹,9,시간이 정말 빨리갓어요
15910261,라이온 킹,10,보는 내내 힐링!! 최고였습니다
15910260,스파이더맨: 파 프롬 홈,6,자막도 번역도 별다르지 않아 좀 실망했어요
15910258,토이 스토리 4,10,그래픽이 점점 더 섬세해짐!
15910257,기방도령,1,이번엔 기방복동인가...?
15910256,라라랜드,10,여운이 엄청난거 같아요..
15910255,비스트,6,주인공 유리멘탈 같은 흥분이  뭐랄까 전체적인 흐름은 끊는거 같다랄까?
15910254,스파이더맨: 파 프롬 홈,10,역시 마블 3000번 보고싶다
15910252,라이온 킹,10,심바보다는 날라퀸 영화 보는듯한 퀸크러쉬. 보이스 진짜 멋짐. 어릴때 애니매이션 본게 드문드문 기억나더라. 이게 전부다 라이온킹 노래였다고?싶었다.스토리는 애니보다 못살린거 맞는데 첫오프닝 노래부터 몸이 둠칫두둠칫하고 이끌듯 빨려들어감.알라딘2느낌임.
15910250,나이트메어 시네마,2,"아니 이걸 영화라고 만들어놨네;; 옴니버스 내용에 기승전결에서 승,전을 생략하고 만드네 ;; 올레티비같은데서 무료영화로 풀어놔도 1화보고 바로 포화속으로 보고 전우애 다지는 게 훨 낫지;; 아 진짜 23년 영화보면서 영화상영 도중에 나오는게 처음임"
15910249,미드소마,10,힘들다 힘들어ㅜㅜㅜㅜ
15910248,한낮의 피크닉,8,누가 더 힘든가에서 누가 더 이해할 수 있는가로
15910246,악인전,3,김규리 연기 진짜.. 와 저게 배우냐 ? ㅋㅋㅋ 저런게 상도 탔넼ㅋㅋㅋ
15910245,알라딘,10,"10점이고100점이고 주고싶엇어요너무 재밋어서 놀랏고, 감동도 주고, 교훈도 얻은듯한 영화엿어요 오늘 드디어 봣는데 돈이 전혀 아깝지 않고, 10번넘게 보고싶은 영화 입니다"
15910244,스피릿,10,길들일 수 없는 영혼 스피릿...!
15910243,라이온 킹,10,꼭 4DX로 보세요... 진짜 너무 감동적이고 재밌어요 ㅠㅠㅠㅠ
15910242,기생충,10,두번봤어요~ 두번봐도 좋더라구요~
15910241,라이온 킹,10,난 시사회 봤는데 싱어롱도 볼 계획. cg는 정말 신기하도록 리얼해요~~
15910240,비스트,5,스릴러  영화인데  영화가  너무  산만하고  전개가  매끄럽지  못하다  몰입이  안돼~~~~!!!
15910239,애나벨 집으로,3,구냥 깜짝깜짝 놀래키는거 빼고 뭐 없음
15910238,델마와 루이스,7,클래식함 그 자체ㅡ!!!
15910237,알라딘,10,정말재미있는 영화였습니다
15910236,기생충,10,봉준호는 늘 진화한다. 블랙코미디 가족극과 스릴러의 경계를 너무나 손쉽게 넘나드는 걸 보다보면 절로 나오는 감탄이 다음작품을 기대하게만든다
15910235,라이온 킹,9,애니판도 봤던 입장에서 호불호 많이 갈렸다는 리뷰가 많아 조금 걱정됐는데 개인적으로 그런 우려를 충분히 씻어내준 작품
15910234,라이온 킹,6,한스짐머 음악이 살린거지 애니나 영화나 스토리가 너무 개연성이 없음.. 너무 빠른 전개땜에 감동이 안느껴짐.. 한스짐머 아니었음 망작
15910232,업사이드,10,그냥 본 영화인데  보길 잘 한 영화다개봉관이 아쉽다
15910231,공각기동대 : 고스트 인 더 쉘,5,Cg는 세련됐지만 역시 원작의 분위기를 따라잡기엔 무리...
15910230,스파이더맨: 파 프롬 홈,10,피터 파커의 두 가지 면모를 볼 수 있었던 영화
15910228,알라딘,10,근 몇년간 봤던 영화 중에 최고
15910227,나이트메어 시네마,5,진짜 차라리 VHS 시리즈를 보는게 나을듯
15910226,움,10,"과연 이런일이 현재 아이둘의 엄마인 나에게도 일어난다면, ,, 과연 누가 레베카의 결정과 행동에 돌을 던질수있을까..."
15910225,라이온 킹,4,너무 잘만든게 진짜로 독.. 몰입이 안됨
15910224,난폭한 기록,7,이거 완전 한국판 존윅인데... 액션 분량이 굉장히 많아서 저는 재밌게 봤어요
15910223,알라딘,10,기대보다 훨씬 재밌고 특히 ost가 진짜 마음에 들어요
15910222,라이온 킹,6,막 나쁜건 아닌데 뭔가모르게 좀 아쉬운거같다
15910221,존 윅 3: 파라벨룸,10,죽을 죄 짓고도 잘사는 인간들에게 선물(?)로 보내고픈 존윅♡ 원투쓰리 화끈하게 보낸다! 근데 오빠... 진정한 애견인이라면 펫티켓은 지켜주삼-_- ㅋㅋㅋㅋ 역시 룰따위 개나줌
15910220,난폭한 기록,1,이런분이 대한민국 영화의 액션감독의 거장이시니 진짜 제대로된 액션영화가 안나오죠 이번 기회에 생각을 좀 다르게 해보시고 해외영화들 다양하게 보면서 공부좀 해보세요. 왜 우리는 못만들까요 레이드 옹박같은거
15910219,걸캅스,1,진짜 영화를 끝까지 보는게 너무 힘든 영화아마추어 삼류영화 베스트 오브 베스트...
15910218,라이온 킹,10,영화보는동안에는 5살의 나로 돌아간것같았다 비디오방에서 300원주고 빌려봤었는데!!
15910217,라이온 킹,4,생각보다 별로였어요싸우거나 네거티브한 내용이 대부분..알라딘의 여운이 가시지 않은 이유일까요..
15910216,롱 리브 더 킹: 목포 영웅,10,와 진심 기대안하고 봣는데 개꿀잼
15910215,라이온 킹,10,내 추억을 그대로 스크린에 올려두었습니다 꼭 직접 보고 듣고 경험해보길 바랍니다-!
15910214,라이온 킹,10,고우니랑 봤다 히히 재밌엉 홍대에서
15910213,라이온 킹,10,심바목소리 차일디쉬 감비노였어....? 동심파괴
15910212,타짜,10,한국영화중 단연최고말이 필요없다
15910211,천로역정: 천국을 찾아서,10,너무 재미있게 잘 봤습니다. 감사합니다.
15910210,라이온 킹,6,실사답게 고퀄리티이나 뭔가 아쉬움.. 더빙이나..ost나
15910209,랜섬,9,몰입감 장난 아니네요. 정말 영화 보느라 시간 가는 줄 몰랐어요.
15910208,라이온 킹,8,자연경관과 동물들의 움직임이 리얼하게 표현된 것에는 많은 연구가 있었을 것 같아 박수를 보내고 싶습니다만 표정에 한계가 생겨 감정전달이 잘 되지 않아 아쉽습니다. 또 하쿠나마타타를 정말 기대했는데...심바의 성장모습을 너무 짧게 보여주어 아쉬웠습니다.
15910207,스파이더맨: 파 프롬 홈,10,피러 트윙클 꿀잼꿀쥄대꿀잼
15910206,롱 리브 더 킹: 목포 영웅,10,재밋다 스토리도 괜찮음
15910205,스파이더맨: 파 프롬 홈,10,톰홀랜드연기너무너무좋았고 빨리다음편나왔으면좋겠다 ㅠㅠ
15910203,라이온 킹,6,"동물들 실사화도 좋고, 노래도 만족하지만..스카가 애니메이션만큼 살려주지못해서 좀 많이 아쉽습니다.블루레이 구입한다면 알라딘정도만 소장하고 싶네요."
15910202,라이온 킹,10,헬조선 국민성은 스카 영회는 잘보겠지만 현실적으로는 무리
15910201,사일런스,10,이런 영화 너무 좋음 내스타일
15910199,라이온 킹,10,미리 예상했지만 동물을 실사표현하면 심바특유의  슬프거나 웃는표정이 안 됨 그게 이 영화의 어쩔수 없는 딜레마다
15910198,사일런스,8,생각보다 재밌ㄱㅔ 봤어요~~
15910197,스파이더맨: 파 프롬 홈,10,개인적으로 안타까웟어요...
15910195,라이온 킹,10,"최고의 실사영화, ㅠㅠ 미쳣당"
15910194,라이온 킹,10,재미있을것같네요...
15910193,라이온 킹,10,라이온 킹을 애니메이션이 아닌 실사로 보게 될 줄이야!
15910192,라이온 킹,10,애니메이션이랑은 또 다른 느낌
15910191,토이 스토리 4,7,지난 편들이 너무 감동적이었나보다. 엔딩이 마음에 안든다
15910190,라이온 킹,10,어릴적 보던 애니와는 또 다른 느낌! 굿!
15910189,라이온 킹,10,놓치는 사람이 바보 ㅎㅎㅎ
15910188,라이온 킹,10,라이온 킹 실사를 볼 수 있다는거 만으로도 영광ㅎㅎ
15910187,라이온 킹,10,날라 : 라이온 어셈블!
15910186,라이온 킹,10,재밌었어요 완전 힐링영화..
15910184,라이온 킹,10,굿^^ 재밌네요ㅎㅎ^^
15910183,라이온 킹,10,더 없이 놀라운 영화...
15910182,비스트,1,중구난방 편집 스토리 허접하다
15910181,라이온 킹,10,심바 사랑해..ㅠㅠㅠ
15910180,라이온 킹,10,행복햇던ㅠㅠㅠ하 심바 진짜 심쿵
15910179,기생충,1,자본주의 사회에서 보이지 않는 부의 따른 계급의 생활을 풍자한  작품성이라고는 찾아볼수 없는 영화..만점주는 사람들은 단순히 황금종려상이라는 타이틀에 영향을 많이 받은 듯..서구권에선 이런 류의 영화가 없으니 신선하겠지...
15910178,라이온 킹,10,보고왔는데 우리나라는 10년뒤에나 이런영화 찍을수있을듯 그냥 원작과 우열을가릴수없을정도의재미
15910176,존 윅 3: 파라벨룸,1,내인생  최대   쓰레기영화 !이걸   돈주고   만들었다는게  신기하다 ㅋㅋ
15910175,라이온 킹,10,생명의 순환....교훈을 주는 영화입니다 정말 좋았습니다.
15910174,라이온 킹,10,너무 재밋었다 ㅜㅜ 특별관에서 또 봐야지
15910173,라이온 킹,10,영상미와 엄청난 사운드트랙까지 놓칠게 하나도 없었다.  어릴적 느꼈던 감동이 되살아나 울컥하기도 했다.
15910172,이미테이션 게임,10,베네딕트 연기가 살렸다 ㅇㅈ? 어ㅇㅈ
15910171,기방도령,1,감독아 영화를 만들거면 최소한의 역사고증은 해라.... 조선후기에 사병이 대체 어딨냐? 려말선초도 아니고 진짜...
15910170,라이온 킹,9,아는 얘기만 재밌다 ㅋㅋㅋ
15910169,스파이더맨: 뉴 유니버스,10,이건 신화다. 토비가 나왔던 오리지널 스파이더맨을 이을 역작
15910168,라이온 킹,10,디즈니영화들은언제나기대이상
15910167,라이온 킹,8,CG는 황홀하나 전반적으로 아주 특별한 경험은 아니었다.
15910166,기생충,10,어렵지 않게 영화를 읽을 수 있게 한 봉준호 감독의 센스가 돋보인다.
15910164,가문의 영광5-가문의 귀환,5,배우들 출연료는 많이 들어갔을듯
15910163,라이온 킹,10,추억갬성 끌어올려준 애니메이션만큼 재밌게 잘봤습니다 역시 디즈니
15910162,디 아이,4,제시카 알바 보려고 본거지만영화 자체는 ...
15910161,라이온 킹,10,음악 영상 다 완벽해요~~
15910160,라이온 킹,4,영화같은몬화   화면이뻣다
15910159,알라딘,10,방금 보고왔는데 진짜 깔끔하니 재밌다용!!!윌 스미스가 진짜 하드캐리!!노래도 넘 죠아영 실사 영화중 최고!!!
15910158,기생충,2,쓸데없이 잔인하고 선정적이고 머 이런영화가 상을 받았는지원
15910156,알라딘,10,아주아주 잼있었습니다아아!!!
15910155,스파이더맨: 파 프롬 홈,8,피터 파커의 성장 이야기
15910154,라이온 킹,10,어렸을 때 추억이 새록새록~~
15910153,베리드,7,그나마 마지막에 결말이 뻔하지않고  맘에 들어서 7점
15910151,초속5센티미터,9,가슴 아프고 슬퍼서 10점을 못 주겠다
15910150,존 윅 3: 파라벨룸,10,시원한 액션 블랙코미디
15910149,라이온 킹,6,"CG는 굿. 영화적 재미는 글쎄. 애니메이션보다 이미지는 리얼해졌지만, 개연성과 스토리라인은 애니메이션에서 벗어나지 못함"
15910148,라이온 킹,10,진짜 후회안하실거에요
15910147,라이온 킹,10,심바가 너무 귀여웠어ㅏ.. ㅋㅋㅋ
15910146,라이온 킹,4,그냥 KBS 동물의 왕국 보세요
15910145,라이온 킹,8,최악의 영화관독점  독점 No
15910144,라이온 킹,10,재미있어요 한번씩 꼭 보세요
15910143,조,8,영화 Her을 떠올리게 하는 줄거리라 기대하고 보러갔다. Her만큼의 여운이나 임팩트는 아니었고 중간에 약간은 지루하게 느껴지기도 했지만 신선한 스토리와 배우들의 연기가 좋았다.
15910142,알리타: 배틀 엔젤,10,숨겨진 스토리가 궁금해서 10점
15910141,스파이더맨: 파 프롬 홈,8,해피가 레드제플린 음악틀때 너무 좋음
15910140,라이온 킹,10,눈호강 귀호강 했습니다
15910139,스파이더맨: 파 프롬 홈,10,재미있었습니다. 톰홀랜드 존잘~
15910138,미드소마,8,이 감독 스탠리큐브릭 좋아할거 같음
15910137,라이온 킹,1,진짜 최악... CG는 좋지만 노래 목소리 모든게 안어울림.. 잘 살리지 못한듯ㅠ 정말 어린친구들만 좋아할거같은 영화입니다..
15910136,라이온 킹,10,ㅜㅜ감동입니다 ㅜㅜㅜ
15910135,난폭한 기록,2,미친놈들아 포스터에 이영화는 리얼이라고 했잖아. 그래서 수준도 리얼급이잖아. 그것도 못본 너희들 잘못이야
15910134,극한직업,4,이런영화가1400만이라니 한국수준도 참 웃기지도않고
15910133,어떤살인,10,좋은 영화. 요즘 사회를 보면 공권력과 법에 맡기느니 자력구제 하는게 현명하다 싶음.
15910132,월요일이 사라졌다,10,재밍이서 잉ㅇ화다봐라굴재미야
15910131,옥자,10,먹먹합니다 생명이란 게 뭔지..
15910130,마리아 칼라스: 세기의 디바,10,마리아 칼라스의 생애와 비극을 한번에 담은 영화
15910129,라이온 킹,6,감동은 circle of life 까지만...
15910128,베리드,7,극장에서 본 사람들에게 ...위로의 말을 전합니다 ㅜㅜ 힘내세요.좋은일이 있겠죠...
15910127,알라딘,10,너무 재미있어서 와이프와 함께  즐거운시간보냈습니다
15910126,라이온 킹,10,오프닝부터 장난아님..4dx로 봤는데 지루하지도 않고 재미있었지만 실사라 그런지 동물들 표정이나 감정표현이 아쉬웠음...그래도 이렇게 다시 나와준것 만으로도 감사함니다 디즈니..ㅠ
15910125,라이온 킹,3,기대했던것을 너무 많이 잃었던.... 실망이다
15910124,라이온 킹,9,잔잔하니 감동적인 영화였어요 실사의 한계가 느껴졌지만 아기사자들 초졸귀였습니다ㅠㅠ
15910123,라이온 킹,10,정말 재미있습니다!!!
15910122,반드시 잡는다,4,맨션 건물주가 세입자집을 함부로 따고 들어가는 어이없는 설정과 허술한 잠금장치 시대 상황과 상이함 그리고 뜬금 없는 성동일 등장과 억지 치매노인설정 좀비처럼 죽지 않고 등장 이 영화의 실패요인 결말이 있어 좋았지만 뻔한 스토리 전개 아쉬워
15910120,비스트,10,다른 분들은 아쉬움이 많으신 것 같지만...  저는 재밌었어요...^^;; 이성민씨 미친 연기력 때문에 그냥 한도 끝도없이 빨려들어가버려서... 정말 같이 덜덜 떨면서 봤네요 ㅠㅠ 개인의 취향차이니까요...!!
15910119,1번가의 기적,10,제겐 최고의 영화입니다..
15910118,셀프/리스,10,인생은 한번뿐이라는점ㅋ
15910117,라이온 킹,10,난 좋기만 하더라. 원작 애니를 이렇게 CG로 실사화 한다는게 참 대단하다고 느낀다.
15910116,스파이더맨: 파 프롬 홈,7,재밌었음재밌었음재밌었음재밌었음
15910115,애나벨 집으로,5,결말도 별로 그리고 암걸림
15910114,디스커넥트,1,스포) 아니 그래서 벤 저지경으로 만든놈은 아빠빨로 증거인멸해서 살아가고 피해자는 계속 식물인간이냐?? 개줫같네. 서치 보고 나서 sns가 주제 영화길라 기대하고봤더만 기분만 잡쳤네 ㅋㅋ
15910112,판타스틱 4,1,진짜노잼임절대보지마삼
15910111,스파이더맨: 파 프롬 홈,10,피터 찌리릿 ㅋ 귀여움~♡
15910110,악인전,1,"졸작이다, 연출이 허접하여 배우들의 연기력도 돋보일 수가 없는 구조다. 김무열배우가 피해자다."
15910109,걸캅스,10,최고의 영화 재밌게 봤습니다
15910108,그린 북,10,4번 본 영화! 최고의 영화
15910107,라이온 킹,10,아들이랑 보러가니 너무좋네요
15910106,라이온 킹,7,왜 애들이 슬픈데 슬픈 감정이 없고 화나는데 화나는 감정이 없냐 게다가 사자의 포스는 실종...아쉽다 잘만들수 있는 작품인데
15910105,라이온 킹,10,심바가 하악질할때 넘 귀여웠음♡
15910103,비스트,2,시바 하 이후 또하나의 멍작탄생이군
15910102,미드소마,10,이제까지 공포영화와는 완전 다른 느낌 유전도 그렇고 감독이 대단합니다.
15910101,라이온 킹,10,시작 브금부터 뭉클하다. . 실사판이 난 더 재밌다. . 실감나는 cg... 나는그냥 다 좋다. 극장에서 이 영화를 볼수있다는것도 감동적임.
15910100,사일런스,8,스토리가 탄탄하지 못하지만 쫄깃하다. 숨죽여 봤다. 여주가 이쁘다.
15910099,라이온 킹,10,"어렸을적 가족과 티비앞에 비디오 틀어놓고 라이언킹 보던 기억이 나서 감회가 새로웠고 노래,영상미,대사 다~~~ 좋았어요. 보다가 눈물이 날뻔했어요. 디즈니 고맙습니다♡"
15910098,라이온 킹,10,내 인생 최고의 영화!!!
15910097,알라딘,10,최고의 감동.. 너무 재밌게 봤어요
15910096,라이온 킹,8,음악이 너무 멋지다ㅠㅠ
15910095,라이온 킹,9,디즈니..ㄷㄷㄷ  어마어마
15910094,사일런스,5,"집밖에 나가지 말라는데 집밖으로 나가고, 물가따라 가지 말라는데 물가 따라가고, 허지말라는거 골라서 다해대는 노답팸 민폐생존기"
15910093,라이온 킹,10,초반은 지루하더래도 그것들이 후반에가면 10분동안 소름돋으실겁니다.
15910092,라이온 킹,10,교훈과 감동 재미까지 주고 음악도 굿
