번호,제목,평점,평가
15887667,걸캅스,6,재밌게봤어요.틀어놓고 다른 일 봐도 무슨 내용인지  알 수있는 영화.그래도 평점이 생각보다 높네요...
15887666,롱 리브 더 킹: 목포 영웅,10,기대 안하고 봤는데 너무 재미 있었어요 역시 김래원 연기는 인정합니다^^
15887665,스파이더맨: 파 프롬 홈,10,톰 홀랜드 출연하는 스파이더맨은 이번이 첨 관람인데 넘 신나고 잼났어요!! 액션도 최고 cg도 최고네요|간만에 느껴보는 10대들의 풋풋함도 좋았고요
15887664,알라딘,10,아이와 재밌게 잘 봣어요 추천
15887663,알라딘,10,꿈과 환상에 나라 디즈니.. 디즈니 영화는 항상옳다..
15887662,걸캅스,2,이걸영화라고...만들었냐 진짜
15887661,스파이더맨: 파 프롬 홈,7,기대보단 쏘쏘..하지만 눈뽕은 확실하게!
15887660,베오울프,6,고등학생때 봤는데 영화보다가 잔 적은 베오울프가 처음
15887659,걸캅스,1,꼴깝들 떨고있네 진짜ㅋ
15887658,알라딘,10,또 봐도 재밌었습니다.
15887657,명탐정 코난 : 에피소드 원 - 작아진 명탐정,10,재미있게  잘봤습니다ㆍ
15887655,스파이더맨: 파 프롬 홈,6,"2,3편을 뽑기위해 만든영화같음 cg팀이 영혼을 갈아넣었단건 알꺼같음 주인공도 귀여움"
15887654,판의 미로 - 오필리아와 세 개의 열쇠,10,안네의 일기 생각나네..
15887653,질투의 화신,10,인생 드라마. 제발 한 번 좀 제발 좀 보세요.
15887652,걸캅스,1,한국 역사상 가장 OOO기 영화
15887651,토이 스토리 4,10,우디야 새 삶을 살아가렴.. 더이상 사랑받기위해 노력하지 않아도 돼
15887650,알라딘,10,윌스미스의 하드캐리 ㅠㅠ 진짜 인생작입니다
15887649,존 윅 3: 파라벨룸,8,시원하게 잘 보고 왔습니다
15887648,알라딘,10,넘모넘모 오진다리 영화관에서 춤출뻔
15887647,알라딘,10,영화를 보는 내내 다른 생각을 할 수 없을정도로 눈과 귀가 만족스러웠움
15887646,베오울프,10,예전 극장  상영때본후 여운이 지금도 남아있어요
15887645,쁘띠 아만다,8,"거대한 사건을 겪은 후 변화 된 삶을 어떻게 받아들여야 하는지 생각하게 만든다. 뭔가 해결의 계기를 만들어 가기보다, 일상을 늘어놓고, 그것을 어떻게 함께 견디는지를 잔잔히 묘사한 연출이 마음에 들었다."
15887644,교회오빠,10,"너무 좋은 영화입니다. 종교를 떠나 오늘 하루를 어떻게 살아야 하는지 돌아보게 하고 가족에 대한 사랑, 내 삶에 대한 태도 를 돌아보게 하는 영화입니다. 정말 상영시간, 상영관 늘려주세요.. 진정 아름다운 영화라고 할수 있습니다."
15887643,크게 될 놈,10,와. 눈물 안나올수가 없는..
15887642,알라딘,10,진짜 너무 재미있게 본 영화
15887641,맨 인 블랙: 인터내셔널,6,아무생각없이 보기 괜찮습니다.. .햄식이 수트핏이 영화보는 재미의 8할인듯
15887640,스파이더맨: 파 프롬 홈,10,스파이더맨 파 프롬 홈!
15887639,토이 스토리,10,이게 95년도 영화였어...? 헐랭
15887638,존 윅 3: 파라벨룸,10,스파이더맨보고 연달아 존윅3을 봤는데 잠이 싹 달아나네
15887637,비천무,4,김희선의 가격 비싼 무..
15887636,기생충,10,자본주의 사회에서 부와 가난으로  사람이  정의되는 현실을 잘 묘사한 같다. 사람은 자신이 사는 환경에 지배를 받고 그로 인해 특유의 냄가를 가진다는 사실을 새삼 생각해 본다.
15887635,존 윅 3: 파라벨룸,2,솔직히...액션이모가어쩌고어째?너무재미없고죽이는것도답답평점알바들이랑 싸우고싶다
15887634,알라딘,9,원색의 볼거리는 정말 화려하다. 애니메이션 캐릭터를 실사로 표현하는 게 쉽지 않은데 윌 수미스의 지니는 그 이상이다. 그리고 여자에게 작업을 하려면 마법의 양탄자 정도는 있어줘야지 A whole new world~ 연애를 하려면 드라이브는 필수ㅋㅋㅋ
15887633,마담 싸이코,9,발레는 왜하냐고ㅠ 소름끼치네 ㅠㅠㅠ
15887632,스파이더맨: 파 프롬 홈,10,담편언제나오죠?~>ㅠ!!!
15887631,스파이더맨: 파 프롬 홈,10,토니를위해. . .잼납니다. .
15887630,알라딘,10,"아름다운 영화, 나오미스콧 떳다"
15887628,스파이더맨: 파 프롬 홈,1,"아이언맨을보는건지 스파이더맨을 보는건지 모르겠네 예전 스파이더맨이 구성,스토리,연출면에서 훨씬낫다"
15887627,스파이더맨: 파 프롬 홈,10,토니스타크가 피터 퍼커를 얼만큼 의지를 하는지 알수 있었다
15887626,배심원들,6,어디서 본듯한 느낌 오래된 영화보는듯 한데 2019년 작품
15887625,스파이더맨: 파 프롬 홈,8,뭔가...2프로가 부족한 느낌;ㅅ;...
15887624,기생충,10,되게 상징적이다~ 역시 봉준호 감독님
15887623,더 보이,2,증말 OO같은 영화다 구라안치고
15887622,쥬라기 공원,10,벨로시 랩터를 씹어 패대기치는 티라노 형 만세!
15887621,알라딘,9,윌 스미스는 사기캐 수준이네.. 악역 배우 캐릭터 엄청 약하고 기승까진 훌륭한데 전결 스토리 호흡 조절 실패에 개연성 떨어지고 억지 장치가 많음. 스토리는 망작 수준인데 진짜 윌 스미스가 멱살 끌다 못해서 명작으로 만들어버렸네 ㅋㅋ 이게 배우의 힘인가
15887620,기생충,10,이토로 웃긴 비극이 어디있던가
15887619,알라딘,10,완전!!!짱짱 잼났어요 ㅋㅋㅋ악당은 앵무새더군요
15887618,타워,9,충분히 재미있었어요.
15887617,스파이더맨: 파 프롬 홈,7,한편의 대 서사시가 끝나고 자잘한 소품이 돌아왔다
15887616,스파이더맨: 파 프롬 홈,6,난 코믹스를 정독하진 않지만 그래도 어느정도 스토리는 알고 있는데 아무리 엠씨유만의 스토리로 재해석한다한들 이대로 가면 앞으로 나올 영화에도 아쉬운 부분은 하나씩은 꼭 있을 것 같다 그 중 나름 비중 있는 빌런들을 일회성으로만 처리하는 게 제일 아쉬움
15887615,로켓맨,10,집앞 영화관에서는 너무 일찍 내려버려서 집에서 vod로 보고나니 영화관으로 갈걸 싶었어요
15887614,마더,10,개인적으로 기생충 <<< 마더
15887613,알라딘,10,아이들이 너무 재밌었다고
15887612,어스,6,크흡반전이에요재밌으뮤ㅠ
15887611,극한직업,5,왕갈비와 치킨의 부적절한 관계를 천만명이 보다니!
15887610,나의 특별한 형제,6,이광수연기잘하네요ㅠㅠ
15887609,알라딘,7,짱재밌어요또봐야지히히
15887608,스파이더맨: 파 프롬 홈,10,톰 홀랜드 팬 됐어요. 진짜 귀여움
15887607,엑스맨: 다크 피닉스,7,그냥그저그랬어요소소
15887606,애나벨 집으로,10,잠시라도 쉴 틈이 없이 영화 내용 중 놀랄수 있는 부분들이 있었고 보고 싶었던 영화 였기에 볼 만하기도 해서 좋았습니다.
15887605,맨 인 블랙: 인터내셔널,8,흠 그냥 볼만했네요 ㅋㅋ좀지루
15887604,스파이더맨: 파 프롬 홈,1,어벤져스 보다가 보니 존나 노잼. 여러명 나오는거 아니면 보지 마쇼 ㅉㅉ
15887603,롱 리브 더 킹: 목포 영웅,9,김래원존잘너무잘생김요연기도굿
15887602,비스트,5,생각보다그냥그저그랬어요
15887600,스파이더맨: 파 프롬 홈,10,진짜 너무너무재밌어요ㅠㅠ꿀잼 꼭보세요
15887599,베오울프,10,숨은보물 같은 영화였다. 평점이 이상하다  당연 10점이지
15887598,대한민국 1%,5,해병대를 떠나서 군대에 대한 고증 개판으로 하고 연출력이 말아먹은 감독한테 0점. 고생한 이아이. 손병호. 임원희 이하 배우들한테 10점 준다.
15887597,나쁜 남자,1,에휴 이것들 작품한 꼬라지봐라 내용 존나게 지들같이도 설정해놨네
15887596,기생충,9,이제 그만 내리고 다른영화 상영하자~ 기생충이 진짜 기생충 될까 우려됩니다.~ 천만 못 채움~
15887595,올 아메리칸: 비키니 카워시,1,뇌를 wash 하시지 그랬나
15887594,스타 이즈 본,10,제 인생영화예요....
15887593,새 구두를 사야해,10,간만에 힐링하고  기분이 묘해지게  만들어주는 영화네요이쁜영화에요^^
15887592,콜렉션,8,1편보고 보세요 모르고 이거부터 봤는데 1편이 훨씬 긴장감+현실감 있고 개연성이나 전개도 좋음. 2편은 그냥 볼게 좀더 많아진거...?
15887591,스파이더맨: 파 프롬 홈,10,절대 놏칠수없는 영화입니다. 다음 작품 기대 됩니다
15887590,애나벨 집으로,10,영화를보고나서   느낀 점 은  공포영화를  처음본 순간  무서웠습니다 그래도 내용은  꿀잼 이었습니다  영화중에  문을 열지 말라는 경고가 있었습니다  재미있었습니다.
15887589,존 윅 3: 파라벨룸,10,브론형 왜 괜히 동물학대해서 고자되고 그래..
15887588,악인전,1,마동석 아니면 개망할영화지 스토리 구멍이랑 억지가  너무심하다 7점 삐급영화가 딱임
15887587,스파이더맨: 파 프롬 홈,10,블루레이빨리발매해줫으면....짤린것들도보고싶다
15887586,퍼시픽 모비딕,2,초저예산 영화가 스케일을 벌리면 어떻게 되는지 확실히 보여주는 졸작.
15887584,존 윅 3: 파라벨룸,10,평가따위는 필요없다. 그냥 보면된다
15887583,스파이더맨: 파 프롬 홈,10,재밌어요~!근데 닉은 나와서 하는게 뭔지 모르겠어요
15887582,엑스맨: 다크 피닉스,6,시리즈 마무리라기에는 좀..
15887581,존 윅,10,간만에 본 속 시원한 액션 영화!!
15887580,토이 스토리 4,10,뭉클해지는 영화...
15887579,걸캅스,1,별로 재미없었어요 ㅇㅇ
15887578,롱 리브 더 킹: 목포 영웅,10,"soso하게 재밌고, soso하게 감동도 있고, soso하게 시간보내기 좋은 영화였음.약간 2003년도 한국영화 느낌 ㅎㅎ 가문의 영광 흥행시절.. 일단 김래원 봐서 좋아썽~!"
15887577,스파이더맨: 파 프롬 홈,10,재밋어요오??피터파케체고ㅠㅠㅠ
15887576,토이 스토리 4,8,아이들이 좋아하네요.ㅎ
15887575,알라딘,8,아이들이 너무 좋아 하네요.ㅋ
15887574,걸캅스,1,영혼보내기 한심하다 ㅋㅋ
15887573,걸캅스,1,진짜 상업적 남자 혐오영화
15887572,스파이더맨: 파 프롬 홈,9,피터야 토니가 준 물건은 소중히 여겨줘.
15887571,알라딘,7,연극영화과 졸업공연보는 느낌. 그래도 좋은 배우는 눈에  띄는 영화
15887570,스파이더맨: 파 프롬 홈,8,재밌습니다 재밌네요 정말
15887569,기생충,10,2019 한국 최고의 영화
15887568,라이언 일병 구하기,10,예비군 아조씨들 보고 우는 영화
15887566,스파이더맨: 파 프롬 홈,10,중간중간 설정이 빈틈이 많았지만... 오락성과 액션은 최고였습니다... 그런데.. 언제까지.. 아이언맨 그늘에 있을런지...애초에 그렇에 만들려는지..계속아이언맨 후속편보는느낌이내요.. 주체적이지못한 최초의 마블유니버스 케릭터일듯..
15887565,알리타: 배틀 엔젤,3,"왤케 쪽바리 이름, 복장, 인물 설정으로 분위기를 더럽히고 있는 거냐 ? 더러운 영화네 .. 로봇을 쪽바리랑 연관 짓지 좀 말아줘.. 쪽바리같이 하찬은  것들이 문화 상품에서 중심이 될 수는 없는 거야. 양키들아 제발 헛다립 짚고 삽질 좀 하지마."
15887564,알라딘,8,자파 뒤로 갈수록 시끄러워 죽겠다 ㅋㅋㅋ주제가 나올땐 소름!!
15887563,기생충,9,천만관객까진 아니지만 솔직히 재미는있네요
15887559,블랙 팬서,10,"한국 배경도 많이 나오고 내용도 탄탄하고, 액션신도 재미있다."
15887558,스파이더맨: 파 프롬 홈,10,액션은 미쳤고 배우는 귀여워서 덕질을 할 수 밖에 없게 하는 영화
15887557,별의 정원,10,"이런 애니가 꾸준히 계속 나왔으면합니다. 스토리 영상 높은 점수를 주고싶고, 다음작품 꼭 또 내주세요. 응원합니다"
15887556,걸캅스,1,코미디액션인데 둘다없음
15887555,올레,10,개꿀잼 재미있어용 3번봄
15887554,스파이더맨: 파 프롬 홈,10,3D로 보니 대박이네요
15887553,존 윅 3: 파라벨룸,5,"솔직히 1,2 편의 매력은 3편 중간부터 사라진다. 다만 4편이 기대되는 것은 사실."
15887552,걸캅스,1,욕이 많길레 본사람은 어떤평 을 내놓을지 궁금해 들어왔더니 평점 9점
15887551,알라딘,10,재미있게 봤어요. 공주 역할 분 노래도 무척 잘 부르시고. 킬링타임으로 보기 좋은 영화에요. 지니 성격도 현대적이어서 재밌었고요. 이런 실사 영화가 많이 나왔으면 하는 바람이네요.
15887550,탐정 홍길동: 사라진 마을,8,아 말순이 진짜웃김ㅋㄱ
15887549,스파이더맨: 파 프롬 홈,10,3000만큼 사랑했다
15887548,스파이더맨: 파 프롬 홈,9,홈커밍은 뛰어넘은건 확실함
15887547,스파이더맨: 파 프롬 홈,10,역시 마블은 믿고 보는 마블이다
15887546,스파이더맨: 홈커밍,10,ㅠㅠ 최고입니다아아ㅏㅇ
15887545,걸캅스,1,여성에 대해 편협한 사고방식을 편협한 여성들에 맞게 입맛대로 내놓은 영화. 딴거 다 집어치우고 재미도 없다.이 영화는 해로운 영화다
15887544,스파이더맨: 파 프롬 홈,1,진짜 스파이더맨 왜이래... 제발 그만해줘 이렇게 재미없게 안만들겠다고 말해줘.. 마블영화중 최악이네.. 잠이솔솔오네
15887542,목소리의 형태,8,개봉하고 정말재미있게본 애니메이션 애니로 내용을 좀더풀어서 방영해줬으면더 좋았을 것 같다는 바램이 조금있는 영화.
15887541,기생충,10,재미있게보려다 한번더 생각하게됨ㅋ
15887540,범블비,10,군더더기없이 깔끔했다 범블비 귀여워★
15887539,롱 리브 더 킹: 목포 영웅,1,"언제적 '날 때린 여자는 네가 처음이야'인지.. 스토리는 너무 뻔해서 예상대로만 흘러가고, 캐릭터가 매력적이라 이입되는 것도 아님. 그냥 상영내내 건달의 순애보만을 다루는데 애틋하지도 않음. 마지막에 근본없이 발라드 부를 땐 경악을 금치못함"
15887538,스파이더맨: 파 프롬 홈,1,수학여행가서 외계x한테 공격당함->미스테리오가구해줌->토니가 촐랑맨한테 안경남김(편지도 센스있게)->중간중간 토니하며 질질짜는씬 등장->토니안경 미스테리오한테 넘김->알고보니 미스테리오는 사기꾼이야->미스테리오 내가바로 히어로다 우하하하
15887537,스파이더맨: 파 프롬 홈,10,너무사랑스러운 스파이더맨을 만났어요
15887536,토이 스토리 4,8,우디가 주인을 위해 포키를 찾아주는 의리가찡했음 ㅜㅜㅜㅜ
15887535,스파이더맨: 파 프롬 홈,6,CG대단해~~나는 그것만 칭찬해^^
15887534,박화영,7,학교 다닐 때 공부 열심히 하고 착하게 살아라 나중에 다 벌로 받는다. 그리고 아무리 환경이 나쁘더라고 결국인생은 자기 것이니 남의 것이 아니다.
15887533,걸캅스,1,OOO기 영화... 페미코인탑슨
15887532,스파이더맨: 파 프롬 홈,1,거미가 날파리떼 잡는 것 잘 봤습니다. 뭔가 속은 느낌이 들어서 1점 드립니다!
15887531,"작년 겨울, 너와 이별",6,어느정도 예상하고있던 스토리로 흘러가서 아쉽 좀지루하기도하고..
15887530,프레스티지,7,최고가 되고자한 욕망의 씁쓸한 종결
15887529,알라딘,10,역시 윌 스미스!! 넘 재밌고 화려한 영화~~ 추천~~
15887528,알라딘,10,지니 최고임 짱짱맨 공주 너무이쁨
15887527,라디오 스타,10,이런 장르 안좋아하는데 명작입니다 꼭 보세요
15887526,이클립스,10,삼각관계와 벨라의 여주의 욕망이어쩌구 하는사람들은 ㅋㅋ 이 거대한 스토리를 몰라서 그럼ㅋㅋ 이삼각관계에도 다 이유가있는법이고 마지막편에 핵사이다와 이 큰그림을 전부 풀어내는데 부족함이없음ㅋ소설이라도 보고와서그런얘기하셈
15887525,"나는 내일, 어제의 너와 만난다",10,너무좋아요 이말밖에는
15887524,너의 이름은.,10,개봉하고 영화관에서보고 2019년에도 생각나서 또본 애니메이션 . 다시보니 감동이 두배다 앞으로도 문뜩문뜩 생각날것만같은...
15887523,진주 귀걸이를 한 소녀,9,영화를  통해 본 그림....그림보다 더 매력적인 주인공들 연기에 찬사를...
15887522,미스터 브룩스,10,딸을 사랑하는 마음보다 살인에 대한 마음이 더 강한거 같네요.. 열린결말이긴 하지만 브룩스가 잠에들지않고 딸에방으로 가는건 예정된 수순
15887521,토이 스토리 4,9,이거 왜 희한하게 감동적이지....
15887520,알라딘,10,영화보는 내내 너무 행복했습니다. 너무 재밌었어요
15887519,스파이더맨: 파 프롬 홈,10,재밌습니다. 스파이더맨 재밌어요
15887518,존 윅 3: 파라벨룸,6,괜히 스케일을 키워서 평식이가  서사를 찾게 만들었어...
15887515,어벤져스: 엔드게임,10,아주 재밌습니다. 또 보고싶습니다.
15887514,토이 스토리 4,8,그래픽이 훌륭해서 볼만한 영화
15887513,스파이더맨: 파 프롬 홈,10,홈커밍때 파커랑 캐런(누나?) 캐미 신선하고 재밌었어서 파프롬에도 나올줄 알았는데 안 나오네ㅠㅠ 나왔으면 더 꿀잼이었을듯 한데
15887512,토이 스토리 4,10,"토이 완전 처음봤는데, 재밌고 귀엽고 스펙타클 박진감, 뭉클과 생각해 보게 하는 여운까지.. 좀 놀랐음ㅋ"
15887511,악인전,6,"기냥저냥~~~봤네요,ㅋ"
15887510,알라딘,10,"영화관에서 본 걸 후회하지 않아요, 재밌게 잘 봤어요^^"
15887509,기생충,7,기대를 너무많이했나봐요~~그래도 재미졋어요
15887508,스파이더맨: 파 프롬 홈,8,역시재밌네요~~~ㅋㅋ
15887507,알라딘,8,윌 스미스의 원맨쇼~~ 여주인공이 넘넘 매력적임
15887506,갤버스턴,10,엘르패닝의 덤덤하고 사실감 있는 연기.그래서 더 슬픈 여운이 가시질 않는다.
15887505,헬보이,10,밀라 요보비치 이뽀서 만점 ㅋㅋㅋㅋ
15887504,알라딘,8,진짜 대존잼 2번 볼 의향 이씁니다
15887503,기생충,2,다들 재미있게 봤구나 속터져서 죽는줄
15887502,스파이더맨: 파 프롬 홈,8,앞으로의 성장을 기대하며~
15887501,쓰리 세컨즈,1,기본적으로 영화를 너무 편파적으로 만들었고 농구하는 퀄리티도 상당히 떨어짐. 70년대 농구에 덩크가 대부분이라? 보고서 너무 실망했음.
15887500,내안의 그놈,10,집에서 VOD로 결제하고 봤는데 제가 왜 이걸 이제야 봤나 후회하는 중 입니다.. ㅠㅠㅠㅠ 그리고 무엇보다 진영님 연기 정말 잘 하시는 것 같아요. 이번에 내안의그놈으로 진영님한테 입덕하게 되었어요 ㅠㅠㅠ 앞으로도 연기 많이 많이 해주셨으면 좋겠습니당
15887499,알라딘,10,프린스알리~~ 빼뷸러스 히 알리?♂? 아바브와?♀??♂? 쑈썸뤼수풱! 뽀이쨰뉴뿔랙! 돠운온원니~~나우 트롸 유어 베슽 투 스테이 캄 브러슈압 유와 Fㅜ롸이데이 쌀람~~
15887498,알라딘,10,"아이들과 보러 갔다가, 내가 집중한 영화 OST  굿"
15887497,스파이더맨: 파 프롬 홈,10,아 스파이더맨은 또한번 관객의 눈을 즐겁게합니다.
15887496,존 윅 3: 파라벨룸,10,시리즈 내내 단한가지 바라는건... 존윅도 남들처럼 행복해졌으면 좋겠다
15887495,스파이더맨: 파 프롬 홈,9,재미 있어요~아들이 더  좋아하더라구요
15887494,스파이더맨: 파 프롬 홈,10,후속편이 기대됩니다!
15887493,알라딘,10,"재미있습니다.  원작의 내용을 잘 살렸으며, 윌 스미스의 연기가 좋은 영화 입니다."
15887492,부당거래,10,이 영화가 진정1000만영화가 됐어야했다
15887491,스파이더맨: 파 프롬 홈,10,찌리찌리릿 찌릿찌릿찌리릿
15887490,캡틴 마블,10,그 성별이 별점 테러해놓은 것 같은데 이 영화는 제 인생영화가 되었습니다.
15887489,호텔 아르테미스,6,조디 포스터가 연기 잘해서 그나마 이 정도라고 생각한다.20OOO 영화였다니... 몇 년 된 줄 알았다.
15887488,스파이더맨: 파 프롬 홈,10,최고의 오락성과 예상 못한 반전으로 놀라움을 자아낸 영화
15887487,스파이더맨: 파 프롬 홈,7,좀 지루했다 영화가 둘로 쪼개진 느낌 ;;;
15887486,기생충,10,재밌었습니다. 시간가는 줄 몰랐어요
15887485,원더,10,친절함이 옳다는 것을 알고 있음에도 불구하고 친절함을 자꾸 외면하는 나를 반성하는 영화
15887484,스파이더맨: 파 프롬 홈,9,다음편이 기대가 되네요~~
15887483,미션 임파서블 2,5,그놈의 비둘기....
15887482,스파이더맨: 파 프롬 홈,10,2시간이 전혀 지루하지 않았다
15887481,미라클 벨리에,10,그들도 우리와 똑같은 삶을 살아가고 있다. 단지 서로 다른 정체성을 가진 것 뿐.
15887480,순정만화,10,정말로 내가 원하는 순수한 사랑과 순수한 추억
15887479,스파이더맨: 파 프롬 홈,10,"새로운 빌런 때문에 ㄹㅇ’아이언맨 1’ 보는 느낌이었다. 아이언맨1은 히어로 영화 첫 번째라서 강렬했다면, 이건 그걸 제대로 이어 받았다고 생각함.어제 10:25분에 봄."
15887478,존 윅 3: 파라벨룸,8,존윅 영화 존잼수준 : 2편 -> 1편 -> 3편
15887477,아픈 만큼 사랑한다,10,네 이웃을 사랑하라는 것이 무엇인지 알게 해준 영화입니다.
15887476,스파이더맨: 파 프롬 홈,9,메이숙모 존예.먼가...원래 만화책에서 나오던 미스테리오가 허무하게 허구성으로 끝나니까..약간 아쉽네요...다른거 CG나 스토리는 다 재밋었어요
15887474,존 윅 3: 파라벨룸,10,액션 영화계에 남을 캐릭터. 존윅. 진짜 재밌게 봤다.
15887473,스파이더맨: 파 프롬 홈,10,예상보다 훨씬 더 재밌을 줄이야. CG팀이 어벤져스다.
15887472,스파이더맨: 파 프롬 홈,10,재밌었어요 쿠키영상 두개도 전부..
15887471,행복한 라짜로,7,보는 내내  가슴이 먹먹했던 영화..타인의 시선이 아닌 세상과  동떨어진   자신의 순수한 방식의 삶은 결국 비극을 불러온다.  그래도  행복하다 말할 수 있을까?!
15887470,스파이더맨: 파 프롬 홈,8,초반엔 좀 답답한게 있는데 후반부는 충분히 재밌음
15887469,레프트 비하인드: 휴거의 시작,1,스토리 측면 : 뜬금없이 성경 구절이 결정적인..증거 및 이영화의 결론인데.. 그냥 사람들 찡찡 짜는거랑 방황하는거만 나오고 왜 그랬는지. 그리고 결론도 안나오고 걍 허무하게 무슨 뜬구름 잡다 끝남 / 그래픽 : 2014년도 영화라지만..너무 최악
15887468,알라딘,9,핑크레인져  너무 예쁨.
15887467,어린 신부,4,이런 영화에 10점 주면서 평론가 탓할 자격 있다고 생각하나?
15887466,마더,10,"보는관점에따라 틀리겠지만 영화 내내 스토리구성이 너무나 좋았으며, 진실을 파헤치고자 하는 어머니, 그 마음을 잘 표현하고 그 케릭터를 잘 표현한 김혜자 선생님은 정말로 대단하시다.연기를 위해 태어나신분!!"
15887465,기생충,10,억울하면 출세하자?딴 생각 안하고 몰입해서 봤어요
15887464,롱 리브 더 킹: 목포 영웅,5,만세만세만만세.. 그리고 뭐가 있어!
15887463,스파이더맨: 파 프롬 홈,10,재밋게 잘봣어용 피터좀 그만괴롭혀 OO시키들아
15887462,존 윅 3: 파라벨룸,8,항상 생각하는 거지만 그냥 총을 쏴... 다이다이 뜨지말고
15887461,스파이더맨: 파 프롬 홈,7,다들 너무 바빠... 넌 한가하지..
15887460,그녀,8,다음 세대를 자꾸만 그려보게 되는 영화. 생각이 많아진다. 남의 감정을 편지로 대필하는 직업이 생길 다음 세대의 사랑은 어떤 모습일까?
15887459,알라딘,8,노래 감상하다가 어느새 영화가 끝나벌임
15887458,알라딘,10,한번 더 보고싶었던 영화 좋았음
15887456,스파이더맨: 파 프롬 홈,10,스파이더맨처럼 거미줄타는거 해봤으면 좋겠다
15887454,스파이더맨: 파 프롬 홈,8,"저만 렙틸리언을 언급하고 있다는 느낌을 받은건가요. 깨진 홀로그램, '사람들은 믿고 싶은 것을 믿는다' '그들과 맞서야 한다.' 등 영화는 언제나 많은 메시지를 내포하고 있죠. 해석하기 나름이라는 구멍이 있지만."
15887453,멜랑콜리아,9,멀어진 줄  알았던 우울은 춤추듯 돌아와 결국 나를 압도한다
15887452,마약왕,2,송강호의 연기력만 빛나고 그외는 재미앖음
15887450,행복을 찾아서,10,크리스 가드너 최고!힘든 순간에도 스스로 해결하고 발전해가는 모습 닮고 싶습니다
15887449,스파이더맨: 파 프롬 홈,9,정말 재밌고 잘 만들어진 영화라고 생각합니다.스파이더맨의 다음편이  벌써 기대됩니다.
15887448,스파이더맨: 파 프롬 홈,10,10분 만나자... mj아니 5분뒤 보자.. 감수성을 유발하는 대사였네요
15887447,미성년,1,제발 듣보성괴 보ㅡㅡㅡㅡ지년들좀 출연시키지마라 개토나온다 영화가 무슨 뮤직뱅크인줄아나 ㅡㅡ
15887446,알라딘,10,인생의 최고의 멜로영화였다~!
15887445,스파이더맨: 파 프롬 홈,10,스파이더맨 스러운 영화였어용~ 엔드게임보고 실망한 마음 달래주는 오랜만에 마블영화였습니다~!!
15887444,박대박,10,이영화를 보면섹섹보 세글자가 떠오릅니다
15887443,이웃집에 신이 산다,10,오랜만에 좋은영화!!!
15887442,스파이더맨: 파 프롬 홈,10,톰홀랜드한테 반하고 왔어요..
15887440,50가지 그림자: 해방,10,책 읽고 보면 굳이 야한영상에만 관점이 가지는않음~~
15887438,스파이더맨: 파 프롬 홈,10,이제 톰 홀랜드 가 아닌 스파이더맨 은 볼수가없다
15887437,존 윅 3: 파라벨룸,2,"챕터2 보고 완전 반했더만, 3로 바로 뒷통수 제대로 후려치네. 진심 씹노잼."
15887436,맨 오브 스틸,10,초반부터 잼나네 이걸 왜 이제 봤지
15887435,스파이더맨: 파 프롬 홈,9,역시 스파이더맨은 마블에서 나와야죠~!! 판권 제발 영구적으로 가지고 오세요 ~!
15887434,군산: 거위를 노래하다,6,어 끝났네.. 내용을 모르겠다
15887433,매트릭스,10,Sf역사상 최고의 걸작
15887432,어린 의뢰인,10,보고 많이 울었어요 많은 분들이 보셨으면 좋겠어요
15887431,리벤지,8,"납치 감금 , 성노예. 성매매는 한 생명의 인생을 갈기갈기 찢어놓은 일이다.이것은 금수만도 못한 죄악이며 범죄다..이것은 인간의 영혼을 파멸시키는 행위이다. 복수도 피차 인간의 파멸적 행동임을~ 가장 가까운 사람이 자신을 위험에 빠뜨리고 고통을 안긴다"
15887430,기생충,9,계획하는 게 어렵긴 하지...
15887429,말모이,8,뻔한 스토리지만 그만큼 묵직한 메시지
15887428,스파이더맨: 파 프롬 홈,10,반일외치면서 영화흥행은 ㄷㄷㄷ반일도 분리수거식으로하냐????
15887427,파운더,8,영화 자체는 담백하고 깔끔하다. 단지 그 메세지에 대해서 당혹감을 느끼는 사람들이 많을 듯 하다. 맹목적인 성공 추구가 옳은 것인지.
15887426,아는 여자,10,진짜 마음을 정화시켜주는 영화^^각박한 세상에 마음 한구석이 따뜻해지네요~
15887424,스파이더맨: 파 프롬 홈,10,역시 스파이더맨이네요~~^^
15887423,스파이더맨: 파 프롬 홈,1,이번작품이 망작인 이유는 마블유니버스자체가 거짓임을 스스로 시인하는 미스테리오의 시퀀스와 미국우월주의를 그대로 드러냈기 때문이다. 오직 한가지 피터파커의 영웅의식의 각성 하나만 의미있을뿐. 소니가 마블에 위탁생산한 OEM영화...
15887422,걸캅스,6,한국에는 평점 9점대의 영화가 90프로는 되는듯 대단한 나라야~
15887421,걸캅스,5,"어디선가 많이 봐왔던 설정이 가득하다.단지, 캅스가 걸로 버뀐 것 뿐~~"
15887420,나의 특별한 형제,10,보여줄 수 있는 건 다 보여준 영화
15887419,똥파리,9,너무 리얼해서 계속 이건 영화일 뿐임을 상기시켰다..
15887418,행복한 라짜로,10,순수영혼 행복하세요.
15887417,스파이더맨: 파 프롬 홈,10,피터 찌리릿... 말이 필요없다
15887416,스파이더맨: 파 프롬 홈,7,어벤저스 엔드에서 플립이라는 큰 서사를 겪은 친구 치곤  정신적 성장이라곤 전혀 찾아보지 못하고 다시 사춘기를  보내는 듯한 피터 파커를 보는 것이 내내 아쉬웠다
